X,Y,OBJECTID,BUSINESS_ID,NAME,ADDRESS,CITY,STATE,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE_NUMBER,SHAPE
-78.8892988412378,35.8483670782584,4337502,753B498F-81F0-4F9C-B6F6-FE6D1C84F92B,Potbelly Sandwich Shop,1108 PARKSIDE MAIN ST,CARY,NC,27519,35.84835999,-78.88929615,19196503920,
-78.6929983328172,35.8167766592029,4337503,CE693856-5056-A20F-9EBF5D15F05BAB5B,Chick-Fil-A #03376,3770 Lake Boone TRL,RALEIGH,NC,27607,35.81676957,-78.69299571,19197852799,
-78.6805750061293,35.8362100892983,4337504,DD291EEF-5056-A20B-FA45C1DF8B44D94B,Homewood Suites by Hilton Raleigh/Crabtree Food Service,5400 Homewood Banks  DR,RALEIGH,NC,27612,35.836203,-78.68057238,19194488871,
-78.7063990809422,35.8594021673899,4337505,7B00CFDE-5056-A20B-FAC1F3B1037A4F30,Burger King #2983,6500 Glenwood AVE,RALEIGH,NC,27612,35.85939507,-78.70639645,19193222199,
-78.652421329329,35.8985171734595,4337506,FAC68C94-0B59-42CE-99DE-34632001B34C,Target Starbucks &amp; Snack Bar,8701 SIX FORKS RD,RALEIGH,NC,27615,35.89851007,-78.65241871,19193260118,
-78.5262680780532,35.9510319215753,4337507,068EFEF7-5056-A20B-FAB13A9BE3B3D15A,Brookfields Indoor Golf &amp; Lounge,1839 S Main ST,WAKE FOREST,NC,27587,35.9510248,-78.52626549,19842351722,
-78.582619592889,35.6921286707836,4337508,0965DA22-CA50-46A3-A467-FBEFACD56D54,Chick-fil-A #01488,220 SHENSTONE BLVD,GARNER,NC,27529,35.69212161,-78.58261701,19193290275,
-78.619955170508,35.865468838203,4337509,2EC19474-C753-49F0-9C7C-4A6F098A169A,Cava #128,6004 FALLS OF NEUSE RD,RALEIGH,NC,27609-3526,35.86546174,-78.61995256,19192764591,
-78.8173879191192,35.8428066706867,4337510,5C62BDB2-D92C-E897-873120AEC2A95830,WCC Cafe,111 Competition Center DR,Morrisville,NC,27560,35.84279958,-78.81738525,19844654579,
-78.6822350871347,35.9010617423732,4337511,DD49B622-A7FE-3693-8A609ADE0A6E3CF7,Pure Vegan Cafe,8369 Creedmoor  RD,RALEIGH,NC,27613,35.90105464,-78.68223246,19196333476,
-78.6260256707219,35.820026748493,4337512,D23DA998-D758-4FA3-8083-15750BEA2284,Midtown Pho,424 E SIX FORKS RD,RALEIGH,NC,27609,35.82001966,-78.62602306,19197479899,
-78.5652668386542,35.8011529100372,4337513,73560436-D3FE-79D5-07662DF5295F46A2,Jersey Mike's #3130,4121 NEW BERN AVE,RALEIGH,NC,27610-1379,35.80114582,-78.56526425,19192310070,
-78.6987675841931,35.6639047541366,4337514,8DB22C43-9CDF-6821-6EBAD0252AF0813F,Wendy's #10585,8050  Ten-Ten Rd,RALEIGH,NC,27603,35.6638977,-78.69876496,19193298224,
-78.944329424388,35.6333304971285,4337515,B6B7603B-5056-A20B-FA6E948617CF0CB4,Shearon Harris Cafe,5413  Shearon Harris RD,NEW HILL,NC,27562,35.63332346,-78.94432673,19842292037,
-78.8497662575037,35.8213132452932,4337516,7F8076BB-5056-A20B-FAD594A2D16314A4,Rosati's Pizza Morrisville ,3605 Davis DR,MORRISVILLE,NC,27560,35.82130617,-78.84976358,19193807000,
-78.4917046677096,35.7978791733848,4337517,A87390F6-5056-A20F-9E7130447F5475D6,Burger King #7810,7102 Knightdale BLVD,KNIGHTDALE,NC,27545,35.79787209,-78.4917021,19192665966,
-78.6996690090696,35.8159417546667,4337518,FE49D367-8BD2-4243-A061-0705433805E6,City Barbeque #10056,4122 LAKE BOONE TRL,RALEIGH,NC,27607,35.81593467,-78.69966638,19197392506,
-78.7387173268409,35.7606534973015,4337519,8FC1D633-5056-A20B-FA788F3F842778E6,Subway #3151,311 Crossroads BLVD,CARY,NC,27518,35.76064643,-78.73871469,19198519594,
-78.8653767572541,35.7368499223796,4337520,2345C780-5056-A20B-FA971BB988EE8CE6,Mr. Dumpling,5470 Apex Peakway,APEX,NC,27502,35.73684286,-78.86537408,,
-78.8206366677959,35.8148160003682,4337521,2662A860-AB0B-4D4E-8116-EA93C8B4722E,Flying Mayan,9928 CHAPEL HILL RD,MORRISVILLE,NC,27560,35.81480892,-78.820634,19193778377,
-78.8359323355043,35.6398370778808,4337522,2D13AEF2-DF33-417B-B6D0-61CF99CE7F0F,Chipotle,601 VILLAGE WALK DR,HOLLY SPRINGS,NC,27540,35.63983004,-78.83592967,19195868560,
-78.5823795000921,35.8731624129844,4337523,4A3E04B9-B097-458F-803B-ADCFCF599116,Golden Krust,6260 PLANTATION CENTER DR,RALEIGH,NC,27616,35.87315531,-78.5823769,19842002218,
-78.8892988412378,35.8483670782584,4337524,4B7B54C3-050D-4C6D-8A127D8DF402FBC6,Paragon Theaters,1140 Parkside Main ST,CARY,NC,27519,35.84835999,-78.88929615,19192345200,
-78.5026249107244,35.9454507483792,4337525,62509BEA-5056-A20F-9E26A6C7EF48CCE1,Wine &amp; Beer 101 Gastropub,1228 Heritage Link DR,WAKE FOREST,NC,27587,35.94544363,-78.50262233,17036270504,
-78.602863165074,35.9014410838528,4337526,62C58C3E-5056-A20B-FACFBD5AFE0237FC,Yaba Mediterranean,9424  Falls of Neuse  RD,RALEIGH,NC,27615,35.90143398,-78.60286056,19193222807,
-78.8765765026495,35.7524633295565,4337527,65BCFE70-E94A-8FC5-58CB90AF44E9DCD1,Daniel's Restaurant,1430 W Williams ST,APEX,NC,27523-9300,35.75245627,-78.87657382,19193031006,
-78.6514110930215,35.8980759217819,4337528,6393EBA9-5056-A20F-9E4FA607FA20C462,Chick-fil-A #01963,8661  Six Forks RD,RALEIGH,NC,27615,35.89806882,-78.65140847,19198486715,
-78.5861987430093,35.9254079998354,4337529,69E991FB-5056-A20B-FA5CFA4EEBA97DDD,Condesa 77 Mexican Grill and Bar,1540  Dunn RD,RALEIGH,NC,27614,35.92540089,-78.58619614,19193222120,
-78.7014190892591,35.6624020893643,4337530,993951D7-DDB2-42DF-9382-FD7426965927,Dunkin #358795,8205 FAYETTEVILLE RD,RALEIGH,NC,27603,35.66239504,-78.70141647,19109851722,
-78.8486582514799,35.7892277431541,4337531,97097615-5056-A20B-FA9AFCE608BAFCB6,Nazara Indian Bistro,1945 High House RD,CARY,NC,27519,35.78922067,-78.84865558,19196945353,
-78.7014190892591,35.6624020893643,4337532,99E11699-A650-4072-ACCC-627B1C991E12,Wingstop,8205 FAYETTEVILLE RD,RALEIGH,NC,27603,35.66239504,-78.70141647,19193224142,
-78.5061905867911,35.7544530001844,4337533,9A2D8BA9-B437-4C08-9C52-E52836EDACB7,Checo's Mexican Grill,7617 POOLE RD,RALEIGH,NC,27610,35.75444592,-78.50618802,19192445111,
-78.9054749167126,35.777338826882,4337534,9963DA7B-BB48-4E3B-B11C-DA8EDAF6B107,Bottle Theory,3675 GREEN LEVEL WEST RD,APEX,NC,27523,35.77733176,-78.90547223,,
-78.3157310776877,35.833482083441,4337535,CB9D19E9-C560-460C-BA1F-C9D05950ABB7,Pizza Hut #036606,151 WAKELON ST,ZEBULON,NC,27597,35.83347498,-78.31572856,19192696455,
-78.8024668407775,35.8284880894067,4337536,9BAD2B03-534A-40B3-A072-96B0838012DA,Take 5 Cafe at Lakeview,11000 WESTON PKWY,CARY,NC,27513,35.82848101,-78.80246418,,
-78.8208106589141,35.7455792515371,4337537,CD0FF608-5056-A20B-FAD45E2339966896,JM Apex #3028,922 US 64 HWY W,APEX,NC,27502,35.74557219,-78.820808,19194673900,
-78.8293932488618,35.7465785026104,4337538,037F8205-C62B-5158-D1C175BB53A6B06E,Five Guys #1797,1075 Pine Plaza BLVD,APEX,NC,27523,35.74657144,-78.82939058,19196160011,
-78.6157215085355,35.6905800001111,4337539,06D07057-5056-A20F-9E0F0A7E8EDA29FD,Foundation Senior Living Food Service,1437 Aversboro RD,GARNER,NC,27529,35.69057294,-78.61571891,19196242564,
-78.7432285892484,35.7471718323318,4337540,D330D2DE-3E8B-4ADE-A02C-3190C693AEB6,SoBol,8204 TRYON WOODS DR,CARY,NC,27518,35.74716476,-78.74322595,19194391777,
-78.6203915033258,35.8233388323456,4337541,07486827-C797-4064-9146-4C062EA88BD5,Crab Du Jour,3088 WAKE FOREST RD,RALEIGH,NC,27609,35.82333174,-78.6203889,19199771098,
-78.7602590780519,35.773775832061,4337542,093A3C2C-919B-40AC-99B0-1E1DEC25952B,Dave and Buster 169,1111 WALNUT ST,CARY,NC,27511,35.77376876,-78.76025643,19195356800,
-78.7047304195428,35.8604455806063,4337543,CE4378E9-BD4D-B10F-389952392A35CECC,New World Cafe,4112 PLEASANT VALLEY RD,RALEIGH,NC,27612,35.86043849,-78.70472779,19197860091,
-78.7829118269727,35.7598446702328,4337544,EB2C17E2-5056-A20F-9EEBF4A46569D7AF,Wendy's #1349,1343 Kildaire Farm RD,CARY,NC,27511,35.7598376,-78.78290918,19194671407,
-78.8448248384554,35.8189028378848,4337545,8057CBFD-5056-A20B-FA33C189F61B45DE,McDonald's #32336,1001 MORRISVILLE CARPENTER RD,MORRISVILLE,NC,27560,35.81889576,-78.84482217,19194607228,
-78.7876650003437,35.7188041674229,4337546,EC0A83DF-5056-A20F-9EF3F0A5BA7B97C9,Wendy's #6306,2964 Kildaire Farm RD,CARY,NC,27511-9614,35.71879711,-78.78766235,19193635748,
-78.5093137545806,35.8936021674123,4337547,BE365240-AF1E-4BA2-B34B-BAAD1C38F40E,Buried Hatchet,8440 LOUISBURG RD,RALEIGH,NC,27616-5884,35.89359506,-78.50931118,19192954731,
-78.8465250004334,35.8211240780397,4337548,AB0925D8-5056-A20F-9E9F31E0440B0BB7,Woody's Sports Tavern &amp; GRill,3107 Grace Park DR,MORRISVILLE,NC,27560,35.821117,-78.84652233,19196503177,
-78.6790680920999,35.8866003348931,4337549,7A5A355E-5056-A20B-FAC07EDB4BF4B9C9,Burger King #6010,7300 Creedmoor RD,RALEIGH,NC,27613-1637,35.88659323,-78.67906547,19198469002,
-78.6390940053825,35.775430742965,4337550,0D246C06-55BE-4D57-821A-C1BA7063E349,Union Special Downtown,401 FAYETTEVILLE ST,RALEIGH,NC,27601,35.77542367,-78.6390914,19842003094,
-78.5851774105595,35.8349934969068,4337551,0E646BF5-35DA-46BB-9B86-304E16A4ADAF,O.M.Tea,3901 CAPITAL BLVD,RALEIGH,NC,27604-6072,35.8349864,-78.58517482,19198098493,
-78.7940269939606,35.5934340001752,4337552,0F0EFE20-CDAB-34AA-FF61010AB8A63D74,Nil's Cafe Mediterranean Cuisine,513 E Broad ST,FUQUAY VARINA,NC,27526,35.59342697,-78.79402435,19198670887,
-78.5885029938392,35.6979415807604,4337553,32CC799A-427B-4437-B0BE-0223DEFD9015,Tropical Smoothie Cafe NC 106,15 EAGLE WING WAY,GARNER,NC,27529,35.69793452,-78.5885004,19195941798,
-78.3770438292727,35.7936485863331,4337554,363EB102-5056-A20B-FA0406A08F89204C,Southern Flavors,84  Hanor LN,WENDELL,NC,27591,35.7936415,-78.3770413,19196260236,
-78.7683868328855,35.8004424969714,4337555,3879900C-045B-4A64-9785-4E60E36ABD0D,La Grassa Pastificio,908 NE Maynard RD,CARY,NC,27513,35.80043542,-78.76838418,19844650594,
-78.615580332705,35.8497909222033,4337556,38CA033D-0BCD-1B85-085AF1A4EC0941DA,Morning Rolls,1322 E Millbrook RD,RALEIGH,NC,27609,35.84978383,-78.61557773,19842724200,
-78.6521191586472,35.7214954191058,4337557,3E68BE10-F578-F703-CDCE30BE624BA4C5,Muelle De San Blas,4205 Fayetteville  RD,RALEIGH,NC,27602,35.72148835,-78.65211655,19196154986,
-78.8191868298417,35.8076878321862,4337558,3F73065E-5056-A20B-FAA623FF16C66401,B&amp;B Theatres Park West Concessions,3400 Village Market  PL,MORRISVILLE,NC,27560,35.80768075,-78.81918416,19193772508,
-78.4881050026866,35.797851670241,4337559,3FC8FD35-5483-4E79-983C-B96FF0E70232,Cook Out #297,1151 N SMITHFIELD RD,KNIGHTDALE,NC,27545,35.79784458,-78.48810244,19196188532,
-78.6584510777272,35.7978413298106,4337560,4D5C70AF-859C-40CA-91B4-D6BA96EB7DAF,Crave Hot Dogs &amp; Barbeque,1028 OBERLIN RD,RALEIGH,NC,27605-1384,35.79783425,-78.65844846,19198966341,
-78.5474184131912,35.7241232514437,4337561,3BFDCA06-F1E7-4921-BE85-3289422B19BB,Taco Bell #32554,6300 BATTLE BRIDGE RD,RALEIGH,NC,27610,35.72411618,-78.54741583,19848846241,
-78.4355593411828,35.7764479102454,4337562,4FBDD361-874D-4D73-B36F-6721F25373C5,Publix #1744 Deli,2257 WENDELL FALLS PKWY,WENDELL,NC,27591,35.77644083,-78.43555679,19193657055,
-78.6320654253202,35.7748838385599,4337563,4FCB5F2A-C35F-8CED-F8389CC89B1B430E,Transfer Company Bar,500 E Davie ST,RALEIGH,NC,27601,35.77487676,-78.63206282,19842328122,
-78.8289803384702,35.8195220783151,4337564,6DA04BA9-5056-A20B-FA0893DFBB6427E4,Bali Hai,120 Morrisville Square WAY,MORRISVILLE,NC,27560,35.819515,-78.82897767,19196085491,
-78.8006194099546,35.7350762517041,4337565,6EE2DB80-5056-A20B-FAEE83F2B180CAAC,Homewood Suites Raleigh/Cary Food Service ,100 MacAlyson CT,CARY,NC,27511,35.73506919,-78.80061675,19194674444,
-78.6856600893722,35.7935490003313,4337566,72683B47-5056-A20B-FA2D91E079E7AFB1,Gym Tacos,3701 Hillsborough  ST,RALEIGH,NC,27614,35.79354192,-78.68565747,19196008708,
-78.7851706593354,35.9113400783535,4337567,7348CAF1-5056-A20B-FA288A60B3A484A6,Kung Fu Tea,10251 Little Briar Creek LN,RALEIGH,NC,27617,35.91133298,-78.785168,19844844105,
-78.6208314128681,35.821323922165,4337568,74FE7772-0588-B297-C1180B2F48333476,BB's Crispy Chicken,2920 Sherman Oak  PL,RALEIGH,NC,27609,35.82131683,-78.62082881,19842723300,
-78.4932764247472,35.7979770003871,4337569,7717795A-D806-14C7-3C5FD5DE5823519C,KFC #J120031,7040 Knightdale  BLVD,KNIGHTDALE,NC,27545,35.79796991,-78.49327386,19192664096,
-78.8204015776973,35.8571973353647,4337570,79C8633C-5056-A20F-9EA54EBDD9A3F241,Jersey Mike RDU #3013,962 Airport BLVD,MORRISVILLE,NC,27560,35.85719025,-78.82039891,19193190039,
-78.8108086671913,35.6151777483724,4337571,7AAE5BF1-5056-A20B-FA45626E950C62E0,Bluegrass Bagels,100 Dickens RD,FUQUAY-VARINA,NC,27526,35.61517071,-78.81080601,19192854980,
-78.5325337538715,35.9484562454842,4337572,C4D4DE67-A29E-DF73-F86045913CC0FE95,Wendy's #11590,2091 S Main ST,WAKE FOREST,NC,27587,35.94844913,-78.53253117,19195692133,
-78.8971237547728,35.8086419998509,4337573,A4D9F701-E827-49B6-BFBE-DA2E685F1C55,Hibachi 88,675 MILLS PARK DR,CARY,NC,27519,35.80863492,-78.89712107,19192679988,
-78.5405165864739,35.9571139937575,4337574,CF3BF277-BBC5-47C7-90DC-2271581AC3FB,Pizza Hut #37653,11480 CAPITAL BLVD,WAKE FOREST,NC,27587-4554,35.95710687,-78.540514,19195569190,
-78.5397878380501,35.9809118380144,4337575,074AC329-5056-A20F-9E9823318057748A,Dairy Queen #11993,12271 Capital  BLVD,WAKE FOREST ,NC,27587,35.98090471,-78.53978525,19195542564,
-78.6876423264514,35.7844946648135,4337576,ECB6AFA5-5056-A20F-9EEDBBD96343D5D6,Wendy's #6325,3715 Western BLVD,RALEIGH,NC,27606,35.78448759,-78.6876397,19198213099,
-78.6760556645942,35.7783654968694,4337577,15D1F147-DB2F-17B1-4E6C19D46C0FEE65,Burger King #4521,2241 AVENT FERRY RD,RALEIGH,NC,27606-2133,35.77835842,-78.67605304,19198291908,
-78.8892988412378,35.8483670782584,4337578,A72E2553-3312-43FD-8B89-5EE3E4C45F4E,Smoothie King 1381,1118 PARKSIDE MAIN ST,CARY,NC,27519,35.84835999,-78.88929615,,
-78.6956580835585,35.766747167535,4337579,D4D72AC8-8D7B-4EBD-BC66-BE21F1BB3A74,Avent Ferry Pizza,3231 AVENT FERRY RD,RALEIGH,NC,27606-3171,35.76674009,-78.69565546,19197030027,
-78.622097422311,35.8201613296858,4337580,AD09E280-5056-A20F-9EC0DC8E19CC8373,First Watch #623,631 E Six Forks Rd,RALEIGH,NC,27609,35.82015424,-78.62209482,19197043984,
-78.5593875752031,35.798760754242,4337581,D7E05F86-5056-A20F-9EBA76A8D20CE929,Fatboys Kitchen,4511 New Bern  AVE,Raleigh,NC,27610,35.79875367,-78.55938499,19199008986,
-78.730349003134,35.8069592510742,4337582,D80EF012-C3CE-8377-CF77B782AEBAAD44,Bru's Public House,5433 Wade Park BLVD,RALEIGH,NC,27607,35.80695217,-78.73034637,19199778755,
-78.5075985838112,35.9461168323701,4337583,D855D480-BCCF-AC8A-E632D6550A18CC0E,Sunrise Superfood Cafe,1040  Forestville  RD,WAKE FOREST,NC,27587,35.94610971,-78.50759601,19195541228,
-78.5046795092468,35.7976892511603,4337584,DE17B95F-5056-A20B-FAA2353CF2A4546A,Chick-fil-A #1760,6711 Knightdale  BLVD,KNIGHTDALE,NC,27545,35.79768216,-78.50467694,19192176981,
-78.5041750628807,35.7887187534401,4337585,74594ACD-E13A-723E-DDBC79FB6D22D242,101 Kitchen Breakfast & More,400 Widewaters  PKY,KNIGHTDALE ,NC,27545,35.78871167,-78.50417249,19193457011,
-78.7807441678529,35.7383708380536,4337586,10BD9FC9-0C4E-4893-B6AC-7FCB3638B559,Panera #6027,2002 KILDAIRE FARM RD,CARY,NC,27518,35.73836377,-78.78074152,19192617916,
-78.8800736087594,35.8330583634406,4337587,D07C9C04-5056-A20B-FA0C6F569C74643C,JM Peak Plaza #3080,1761 NC-55 HWY,APEX,NC,27523,35.83305128,-78.88007092,19193636453,
-78.7069580866458,35.8254546705576,4337588,1477E82B-67A7-4740-9D96-67169C706104,Tropical Smoothie Cafe,3101 EDWARDS MILL RD,RALEIGH,NC,27612-5303,35.82544758,-78.70695545,19842005301,
-78.6692293329128,35.7883560001451,4337589,1219503C-F2B2-38E4-9BB430BE75390C43,Bul Box,2526 HILLSBOROUGH ST,RALEIGH,NC,27607,35.78834892,-78.66922671,19198805900,
-78.6665152455364,35.8317722511905,4337590,14AA2A23-CC2C-4FD3-A7C1-F065F92E68D3,Iron Oaks Tap Room,3800 GLENWOOD AVE,RALEIGH,NC,27612-4869,35.83176516,-78.66651263,17278583557,
-78.8450483294977,35.7219096703627,4337591,4182FEDC-5056-A20F-9EE3F93A06AB0649,McDonald's #3923,830 E Williams ST,Apex,NC,27502,35.72190261,-78.84504566,19196064201,
-78.8355645927871,35.6425476705759,4337592,4938BEAA-5297-4371-A2DD-D3EFDC0557C6,UNC Health Rex Holly Springs Hospital Kitchen,850 S MAIN ST,HOLLY SPRINGS,NC,27540,35.64254063,-78.83556193,19849601800,
-78.834261746003,35.6481804130269,4337593,7B254570-DFAC-401D-9566-EA1D6C08DA56,Mamma Mia Italian Bistro HS,300 S Main ST,HOLLY SPRINGS,NC,27540,35.64817337,-78.83425908,19197668000,
-78.6482873383415,35.749953083996,4337594,7E29E3ED-5056-A20B-FA53DB20F3B10480,Quality Inn/Breakfast,2539 S SAUNDERS ST,RALEIGH,NC,27603,35.74994601,-78.64828473,19198630091,
-78.6824910839702,35.8985080061285,4337595,7EA21B4F-E2BC-ADE2-00EBA443BB88EFD4,Tropical Smoothie Cafe NC14,8111 CREEDMOOR RD,RALEIGH,NC,27613,35.8985009,-78.68248846,19198035991,
-78.7422639974911,35.7617710893308,4337596,7E80940D-A5EF-489D-9AF3-C8051D3C3F5D,Taco Addicts,131 CROSSROADS BLVD,CARY,NC,27518,35.76176402,-78.74226136,19198968043,
-78.5801833325125,35.8669429941181,4337597,80394695-F861-077E-3D44D63EBA079AD0,Courtyard Bistro,3401 Sumner Blvd,RALEIGH,NC,27616,35.86693589,-78.58018074,19196450088,
-78.8819209104395,35.8334901615695,4337598,820A8B10-0938-483D-AE62-F0CDDD0191ED,Urban Angeethi,5033 ARCO ST,CARY,NC,27519,35.83348308,-78.88191823,19192345555,
-78.6137004216214,35.7540395029338,4337599,84C2CD34-EA3A-408C-5D46E767ED8DA1CB,Domino's #5577,1600 CROSS LINK RD,RALEIGH,NC,27610,35.75403243,-78.61369782,17045882611,
-78.6251339160385,35.8184150778448,4337600,8357F8CF-5056-A20B-FA6708A21D0A3B7F,Arby's #77814,2601 Wake Forest  RD,RALEIGH,NC,27609,35.81840799,-78.62513131,19198326885,
-78.5034510087873,35.7979684187394,4337601,B249DBFA-5056-A20B-FA813456C1550E1D,Arby's #77820,6725 Knightdale Blvd,KNIGHTDALE,NC,27545,35.79796133,-78.50344844,19192179680,
-78.8190059913809,35.745219167272,4337602,B19350D7-5056-A20B-FAFCBC8DF42D368B,Bee Banh Mi,1871 Lake Pine DR,CARY,NC,27511,35.7452121,-78.81900333,19196503485,
-78.5725964157999,35.8638115804948,4337603,B6BD5382-7E79-4D3F-8494-53AE92996F29,Home 2 Suites Raleigh North Food Service,3951 SUMNER BLVD,RALEIGH,NC,27616-2996,35.86380448,-78.57259382,19197588013,
-78.5103887514934,35.9769954971201,4337604,B2C9E142-E4F9-02EE-CE026CCDB0EED330,George's Pizzeria,238  S. White ST,WAKE FOREST ,NC,27587,35.97698837,-78.51038617,19194356067,
-78.7749710026105,35.5937767544703,4337605,B7297204-54CA-4ABB-9560-3FBC5E351CFB,Cleveland Draft House,1420 E BROAD ST,FUQUAY VARINA,NC,27526,35.59376972,-78.77496836,19196595500,
-78.6661839217727,35.7875920062695,4337606,BBF6EF40-5056-A20B-FA9BBEE69B2B698B,Moge Tee,2304 Hillsborough ST,RALEIGH,NC,27607,35.78758493,-78.6661813,19842009008,
-78.6479164946844,35.7815251679294,4337607,C73647AF-5E13-4827-8A2C-A4C33BC84E9E,AC Hotel Raleigh Downtown by Marriott,9 GLENWOOD AVE,RALEIGH,NC,27603,35.78151809,-78.64791388,19198035100,
-78.5760405928552,35.8660087543349,4337608,C57B7A6B-7CC7-4888-9B23-D1F2CDC7315B,Lechon,5959 TRIANGLE TOWN BLVD,RALEIGH,NC,27616,35.86600165,-78.576038,19197939913,
-78.8181162486211,35.7208300060261,4337609,EFB0E3C9-9EE0-8F94-B0CFE8EF6E89E6A0,Kylin Asian Cuisine ,2143 Ten-Ten RD,APEX,NC,27539,35.72082295,-78.81811359,19193678686,
-78.6749415924541,35.788896335253,4337610,F39CC308-DCDE-82FF-D75734307E1D5D2E,Tacos El Patron,2811 Hillsborough  ST,RALEIGH,NC,27607,35.78888926,-78.67493897,13738092287,
-78.5495400082198,35.6866391737879,4337611,F55EA8A8-43F5-4F86-9FA8-BBE1D4A21508,Circle K #3479,1900 US 70 HWY E,GARNER,NC,27529,35.68663211,-78.54953743,19196620336,
-78.862764997331,35.7380367481267,4337612,F5C7920E-6EE3-4BD6-B5E8-13AA671523F4,Kwench Juice Cafe,772 W WILLIAMS ST,APEX,NC,27502,35.73802969,-78.86276232,19842141763,
-78.6479490001812,35.7797343351565,4337613,FB8F2392-FF33-47B2-A4A0-BC567BF47D83,Good Day Good Night,603 W MORGAN ST,RALEIGH,NC,27603-1829,35.77972726,-78.64794639,,
-78.8272999108766,35.8683758377446,4337614,5B5717D5-A4A8-2E35-2F4A1A5FD612BFC1,Coastal Cafe,3030 Slater RD,MORRISVILLE,NC,27560,35.86836875,-78.82729724,19848335873,
-78.7296818297529,35.8001742575648,4337615,CF74CC21-844C-4EC7-875A-A4693129204B,Bojangles #53,1541 Sunday DR,RALEIGH,NC,27607,35.80016718,-78.72967919,19193222637,
-78.6665152455364,35.8317722511905,4337616,B2A3D5BC-DC3D-401C-9511-A0E39F976173,Sushi Mon #2,3800 GLENWOOD AVE,RALEIGH,NC,27612-4874,35.83176516,-78.66651263,19198031000,
-78.6591076588129,35.895923748182,4337617,8C56A9BB-5056-A20B-FA76A57676A4E911,Jara Cafe,8300 Health Park RD,RALEIGH,NC,27615,35.89591665,-78.65910504,19198038703,
-78.6375359997389,35.8353527423079,4337618,5A1C9AAE-A593-48AB-A621-E00CF2507E33,Jubala Coffee,200 PARK AT NORTH HILLS ST,RALEIGH,NC,27609,35.83534565,-78.63753339,19192005048,
-78.6340924107196,35.7891129218433,4337619,080BAD14-5190-4F5B-BAC6-50D6DC0BB344,Ish Deli,702 N PERSON ST,RALEIGH,NC,27604,35.78910584,-78.6340898,19198107451,
-78.7700760090248,35.831169754507,4337620,EFB319EB-E2D1-EF9B-BA6F7EA52D088967,Meeple's Brew,821 Bass Pro LN,CARY,NC,27513,35.83116267,-78.77007336,,
-78.8112085807046,35.8045825805442,4337621,232A2FEF-BB41-4824-B693-93C544713D5B,Bapu Teahouse,9589 CHAPEL HILL RD,MORRISVILLE,NC,27560,35.8045755,-78.81120592,17654143084,
-78.8448688321653,35.7197306646977,4337622,209B03DA-5056-A20F-9E2244B3BD2E28A0,The Fish House Eatery,841 Perry RD,APEX,NC,27502,35.71972361,-78.84486616,19193676131,
-78.6130753413564,35.8437417484058,4337623,D05BC513-CE78-4B2A-8714-0DF7A20BB660,La Buena Vida,4516 FALLS OF NEUSE RD,RALEIGH,NC,27609,35.84373466,-78.61307274,19199854408,
-78.5331043325654,35.94802508383,4337624,28CE9494-B006-149E-AB4A22CF6029E313,Korean Kitchen,2101 S. Main ST,WAKE FOREST,NC,27587,35.94801797,-78.53310175,19192618181,
-78.8727927573415,35.7853226650007,4337625,64204CB9-9FA2-4D29-B327-B0EA477297DA,Sweet Room,2763 NC 55 HWY,CARY,NC,27519,35.78531559,-78.87279008,19193676358,
-78.3185848323213,35.8322929100465,4337626,3F3FD977-516F-4D0C-A10E-F1588BC0C57E,Margarita House Bar &amp; Grill,190 WAKELON ST,ZEBULON,NC,27597,35.83228581,-78.31858232,19194048616,
-78.7992177568708,35.9027995810581,4337627,A81A1016-3759-4A18-9747-7CCD24653A24,Flying Biscuit,9400 BRIER CREEK PKWY,RALEIGH,NC,27617,35.90279248,-78.79921509,19842192323,
-78.9089315027604,35.8307650894783,4337628,200A0555-5056-A20B-FA4C8037DBF489A9,Mokka Cafe and Croissanterie,726 Slash Pine DR,CARY,NC,27519,35.83075801,-78.90892881,19193772235,
-78.4951790033779,35.9673398377993,4337629,986EDDD8-5056-A20F-9EC4FEAC9C972347,Big Al's BBQ &amp; Catering,950 Gateway Commons CIR,WAKE FOREST ,NC,27587,35.96733271,-78.49517643,19194186374,
-78.4915319069723,35.9673935868007,4337630,99061D50-5056-A20F-9EE9FB2F92F3E7E7,Taco Bell #47,951 Gateway Commons CIR,WAKE FOREST,NC,27587,35.96738646,-78.49152933,19844010422,
-78.7814579912346,35.9187845031131,4337631,8A725978-544F-492E-8F1D-628E637C7C1F,The Cambridge Village at Brier Creek,7901 T W ALEXANDER DR,RALEIGH,NC,27617,35.9187774,-78.78145533,19198081380,
-78.7034514972392,35.8269210001673,4337632,AE525EFC-0D51-4A19-BEB7-F2A64614012C,Bronco Tacos,3434 EDWARDS MILL RD,RALEIGH,NC,27612-4276,35.82691391,-78.70344887,19195941719,
-78.7168891681175,35.8719830782293,4337633,95543DAA-B109-C672-9F7736574C09C2C5,Raleigh Grande,4840 Grove Barton RD,RALEIGH,NC,27613,35.87197598,-78.71688653,19197889000,
-78.6831694939509,35.8427689940998,4337634,2941CB67-D164-4728-9524-66BAECF2292D,Fiction Coffee,4509 CREEDMOOR RD,RALEIGH,NC,27612,35.8427619,-78.68316687,19198670129,
