,NAME,ADDRESS,CITY,STATE,PHONE_NUMBER
830,The Daily Fare,402 OBERLIN RD,RALEIGH,NC,19199165151.0
831,Al Baraka Grill,3815 Hillsborough ST,RALEIGH,NC,19198385155.0
832,Cava #117,1017 MARKET CENTER DR,MORRISVILLE,NC,19192764984.0
833,Jordan Oaks,10820 Penny RD,CARY,NC,19193878250.0
834,The Butcher's Mexican Grill,3110-116 New Bern AVE,RALEIGH,NC,19842005884.0
835,Domino's 9020,2114 S MAIN ST,WAKE FOREST,NC,19195620330.0
836,Meat &amp; Bite,2908 HILLSBOROUGH ST,RALEIGH,NC,12017098417.0
837,Seoul Garden,815 W CHATHAM ST,CARY,NC,19192346002.0
838,Sinbad's Pizza &amp; Seafood,3110  New Bern AVE,RALEIGH,NC,19192316456.0
839,SISTER LIU'S KITCHEN,3524 DAVIS DR,MORRISVILLE,NC,19199494233.0
840,Brixx Bedford,1540 DUNN RD,RALEIGH,NC,19197479303.0
841,Angie Dominican Cakes &amp; Cafe,6109 Rock Quarry  RD,RALEIGH,NC,19193970478.0
842,IHOP #4408,3009 Capital BLVD,RALEIGH,NC,19843023055.0
843,Another Broken Egg,160 Park at North Hills ST,RALEIGH,NC,19198812571.0
844,Dogwood Bar &amp; Eatery,610 GLENWOOD AVE,RALEIGH,NC,19199773714.0
845,Poke Bros,7870 Alexander Promenade PL,RALEIGH,NC,19197972322.0
846,Chick-fil-A #868,4621 Capital  BLVD,RALEIGH,NC,19198502175.0
847,Shanghai Alley,1148 KILDAIRE FARM RD,CARY,NC,19193802900.0
848,Take 5 Cafe,4025 Centregreen  WAY,CARY,NC,19198185420.0
849,Capriotti's,302 COLONADES WAY,CARY,NC,19199328882.0
850,Cake Town Bakery,903  N Smithfield RD,KNIGHTDALE,NC,19193738226.0
851,Another Broken Egg,1211 MARKET CENTER  DR,MORRISVILLE,NC,19194651079.0
852,Thai's Noodle,4101 GRACE PARK DR,MORRISVILLE,NC,19193088608.0
853,NCMA Sip Coffee Bar,2110 BLUE RIDGE RD,RALEIGH,NC,19196960236.0
854,Wok &amp; Fry,3587 MAITLAND DR,RALEIGH,NC,19842005009.0
855,CHEENI@YMCA,1603 HILLSBOROUGH ST,RALEIGH,NC,19187204337.0
856,Tropical Smoothie Cafe,1264 W WILLIAMS ST,APEX,NC,19193552522.0
857,Pho Super 9,6401 Triangle Plantation DR,RALEIGH,NC,19198781599.0
858,NY Bagel Cafe &amp; Deli,7500 Ramble  Way,RALEIGH,NC,19842002603.0
859,MEZZA LUNA PIZZERIA,1763 W WILLIAMS ST,APEX,NC,19193036686.0
860,El Quetzal,740 E CHATHAM ST,CARY,NC,
861,Chai's Asian Bistro,8347 CREEDMOOR  RD,RALEIGH,NC,19193413715.0
862,Wendy's,4105 Wake Forest RD,RALEIGH,NC,19198729270.0
863,Bongiorno &amp; Son,8450-106 HONEYCUTT RD,RALEIGH,NC,13106258489.0
864,Dharani Express,3281 Avent Ferry RD,RALEIGH,NC,19198217991.0
865,Wendys,2007 NW CARY PKY,MORRISVILLE,NC,19194651979.0
866,Sushi Mon,3700 GLENWOOD AVE,RALEIGH,NC,19198031000.0
867,Wendy's,1213 NW MAYNARD RD,CARY,NC,19194680919.0
868,Wendy's,7200 Six Forks RD,RALEIGH,NC,19196768933.0
869,ParTee Shack,5300 FAYETTEVILLE RD,RALEIGH,NC,19196702980.0
870,Tios Pizza Empanadas &amp; Wings,2916 N Main St,FUQUAY-VARINA,NC,19197620095.0
871,Raleigh Cheesy,1460 Chapel Ridge RD,APEX,NC,
872,Tropical Smoothie NC 90,337 SEMBLER LN,CARY,NC,19193772320.0
873,Jersey Mike's Subs #3157,1009 Stadium DR,WAKE FOREST,NC,19192770623.0
874,Church's Chicken,1401 NEW BERN AVE,RALEIGH,NC,19198212220.0
875,Wendy's #11554,3701 NEW BERN AVE,RALEIGH,NC,19192506034.0
876,Wendy's,6611 GLENWOOD AVE,RALEIGH,NC,19197281065.0
877,Wendy's,1809 N HARRISON AVE,CARY,NC,19196770039.0
878,Mirchi's Indian Kitchen,328 SEMBLER LN,CARY,NC,19196503007.0
879,Torchy's Tacos #91,1110 Mercantile DR,RALEIGH,NC,19194391177.0
880,Aristotle Spirits,105 RAND MILL RD,GARNER,NC,
881,Wegmans #145 Main Kitchen,11051 LIGON MILL RD,WAKE FOREST,NC,19195753800.0
882,Element Gastropub,421 FAYETTEVILLE ST,RALEIGH,NC,18337568273.0
883,Wegmans #145 Coffee Subs Pizza,11051 Ligon Mill RD,WAKE FOREST,NC,19195753800.0
884,Cape Fear Seafood Company,2018 CLARK AVE,RALEIGH,NC,19842005455.0
885,Pleasant Grove Church,1528 Davis DR,CARY,NC,19193635198.0
886,Hibachi Japan,11216 CAPITAL BLVD,WAKE FOREST,NC,19195568882.0
887,Pita Bowl,9101 LEESVILLE  RD,RALEIGH,NC,19198481211.0
888,Wendy's,4023 Davis DR,MORRISVILLE,NC,19194603966.0
889,Lorraine's Coffee House,101 TIMBER POINTE LN,GARNER,NC,19197147990.0
890,Wok Haus,2526 HILLSBOROUGH ST,RALEIGH,NC,19194348679.0
891,The Grand Marquise Ballroom,205 NEW FIDELITY CT,GARNER,NC,
892,Panaderia La Loma,7039 Knightdale  BLVD,KNIGHTDALE,NC,19192954252.0
893,Wendy's #1341,4750 Capital BLVD,RALEIGH,NC,19199769228.0
894,Scratch Kitchen &amp; Taproom Cary,160 E CEDAR ST,CARY,NC,19192383389.0
895,Wendy's #8216,1150 Edwards Mill RD,RALEIGH,NC,19198544491.0
896,Duke Raleigh Hospital Cafeteria,3400 WAKE FOREST RD,RALEIGH,NC,19199543160.0
897,Petra Grill,6091 Capital BLVD,RALEIGH,NC,19842002009.0
898,Wendy's #6319,181 Grand Hill PL,HOLLY SPRINGS,NC,19195776162.0
899,Burger King #6563,12301 Capital  BLVD,WAKE FOREST ,NC,19195563585.0
900,Five Guys #1728,150 Cabela DR,GARNER,NC,19197727338.0
901,42 Lawrence,134 E MARTIN ST,RALEIGH,NC,18138467248.0
902,Burger King #27555,923 Gateway Commons CIR,WAKE FOREST,NC,19195543008.0
903,Pimiento Tea Room,200 N Main St,HOLLY SPRINGS,NC,19842254213.0
904,Tropical Smoothie Cafe NC74,1553 US Hwy 70W,GARNER,NC,19198033040.0
905,Coffee &amp; Crepes,315 Crossroads BLVD,CARY,NC,19192330288.0
906,Jersey Mike's #3042,7949 Fayetteville  RD,RALEIGH,NC,19196610111.0
907,Five Guys #0128,1018 Shoppes at Midway DR,KNIGHTDALE,NC,19192666664.0
908,Five Guys #2,4120   Main at North Hills ST,RALEIGH,NC,19197877772.0
909,Que Pashoo/ Mariscos - Bar - Grill,1428  Garner Station BLVD,RALEIGH,NC,19196154347.0
910,BAPS Shayona,1020 AVIATION PKWY,MORRISVILLE,NC,17327771414.0
911,America's Best Wings,3901 CAPITAL BLVD,RALEIGH,NC,19197479440.0
912,BottleMixx,8111 Creedmoor RD,RALEIGH,NC,19196151703.0
913,TownPlace Suites Food Service,3771  Thistledown DR,RALEIGH,NC,19843001410.0
914,Cucciolo Terrazza,4200 SIX FORKS RD,RALEIGH,NC,19197477887.0
915,Try Seafoods,8204 Tryon Woods DR,CARY,NC,19199771777.0
916,La Casita Mexicana,7039 Knightdale BLVD,KNIGHTDALE,NC,19193730421.0
917,Zambrero #403,1151 PARKSIDE MAIN ST,CARY,NC,19198632561.0
918,Brio,4325 GLENWOOD AVE,RALEIGH,NC,19195891280.0
919,Famous Toastery of Cary,316 COLONADES WAY,CARY,NC,19196551971.0
920,La Cucina Italiana,10208 Chapel Hill RD,MORRISVILLE,NC,19193363138.0
921,NC Museum of Art Exhibit Cafe,2110 BLUE RIDGE RD,RALEIGH,NC,19196960236.0
922,Tropical Smoothie Cafe #NC82,4205 CORNERS PKY,RALEIGH,NC,19844398845.0
923,Lime &amp; Lemon Indian Grill,105 FRIENDLY DR,RALEIGH,NC,19192441205.0
924,Johnny's Pizza,722 N JUDD PKWY NE,FUQUAY VARINA,NC,19195526322.0
925,Wendy's,790 W Williams ST,APEX,NC,19193679483.0
926,Empanadas &amp; More,2107 Grace Park  DR,RALEIGH,NC,19195358080.0
927,Tyeway Cafe,5959 Triangle Town Blvd,RALEIGH,NC,19199129757.0
928,Olive Garden,8115 Brier Creek Pkwy,RALEIGH,NC,19194060183.0
929,Mon Macaron,111 SEABOARD AVE,RALEIGH,NC,19194395737.0
930,Italian Kitchen of Raleigh,3209 Hillsborough ST,RALEIGH,NC,19199008317.0
931,Hardee's Wendell,2877 WENDELL BLVD,WENDELL,NC,19193666979.0
932,Brus On Main,135 S MAIN ST,FUQUAY VARINA,NC,19842252035.0
933,IHOP #4408,3009 Capital BLVD,RALEIGH,NC,19843023055.0
934,Earth To Us,2893 JONES FRANKLIN RD,RALEIGH,NC,19198098622.0
935,Burger King #5719,3955 New Bern AVE,RALEIGH,NC,19192316415.0
936,Five Guys #0368,8107 Creedmoor RD,RALEIGH,NC,19198447057.0
937,Mario's Pizzeria,999 Durham RD,WAKE FOREST,NC,19195561777.0
938,Jersey Mike's #3091,2345 Timber  DR,GARNER,NC,19197797827.0
939,Penn Station East Coast Subs #260,6301 Falls of Neuse  RD,RALEIGH,NC,19198966871.0
940,Sizzlin Stir Fry,8521 BRIER CREEK PKWY,RALEIGH,NC,19196666257.0
941,McDonald's #15546,3508 W MILLBROOK RD,RALEIGH,NC,19197813702.0
942,La Farm RDU,2600 JOHN BRANTLEY BLVD,MORRISVILLE,NC,19198253469.0
943,McDonald's #3452,3810 Lake Boone TRL,RALEIGH,NC,19197810504.0
944,Mezeh Grill,1286 W WILLIAMS ST,APEX,NC,19193863434.0
945,Blanchies,2829  Wendell BLVD,WENDELL,NC,19193666040.0
946,Domino's #8855,135 E DAVIE ST,RALEIGH,NC,17045882611.0
947,Courtyard by Marriott Foodservice,5730 DILLARD DR,CARY,NC,19198169988.0
948,Castillo's Mexican Restaurant,3587 MAITLAND DR,RALEIGH,NC,19196150000.0
949,V Pizza,7930 Skyland Ridge PKY,RALEIGH,NC,19197483633.0
950,Public House,1540 DUNN RD,RALEIGH,NC,
951,Jersey Mike's Subs #3150,3608 DAVIS DR,MORRISVILLE,NC,19193800289.0
952,Jersey Mike's Subs #3002,5910 Duraleigh RD,RALEIGH,NC,19197872540.0
953,Your Pie Pizza,4233 Corners PKY,RALEIGH,NC,19199570077.0
954,Wendy's,1900 LAKE PINE DR,APEX,NC,19193878640.0
955,The Muse Coffee Co.,225  Timber DR,Garner,NC,14349418762.0
956,Wendy's,1000 AERIAL CENTER PKY,MORRISVILLE,NC,19194813650.0
957,It's a Wrap,10970 CHAPEL HILL RD,MORRISVILLE,NC,19842959800.0
958,TONY'S TAPS &amp; OYSTER CO. ,107 Edinburgh South DR,CARY,NC,19192341600.0
959,Lowes Foods #262 Deli/Cheese,687 MILLS PARK DR,CARY,NC,19192972995.0
960,HEYDAY BREWING,5301 TIN ROOF WAY,RALEIGH,NC,19193516668.0
961,Wendy's,8209 CREEDMOOR RD,RALEIGH,NC,14059068323.0
962,Kale Me Crazy,2018 Cameron ST,RALEIGH,NC,19192394660.0
963,Wendy's,8000 Pooler RD,RALEIGH,NC,19192931814.0
964,Standard Beer and Food,205 E FRANKLIN ST,RALEIGH,NC,19193221499.0
965,Hibachi &amp; Co.,2316 HILLSBOROUGH ST,RALEIGH,NC,19193018888.0
966,Starbucks,1017 CARRINGTON MILL BLVD,MORRISVILLE,NC,19848423017.0
967,SKY LOUNGE,1501 NC Hwy 39,ZEBULON,NC,19192692287.0
968,Em's Cafe and Catering,1904 NW MAYNARD RD,CARY,NC,19193778030.0
969,COMFORT INN OF FUQUAY BREAKFAST,7616 PURFOY RD,FUQUAY VARINA,NC,19195579000.0
970,Northside Bistro &amp; Cocktails ,832 SPRING FOREST RD,RALEIGH,NC,19198905225.0
971,Kazu Hibachi,8111 Creedmioor  RD,RALEIGH,NC,19199778999.0
972,Wendy's #6338,12430 Capital BLVD,WAKE FOREST,NC,19196768933.0
973,Dunkin #359813,12612 Capital  BLVD,WAKE FOREST,NC,19842727428.0
974,Fuego Latino Restaurant and Bar,4000 Atlantic AVE,RALEIGH,NC,19198728482.0
975,The Cafe,1500 N HARRISON AVE,CARY,NC,19192284598.0
976,Arby's #76036,151 Wakelon ST,ZEBULON,NC,19192690995.0
977,Yummi Japan,7216 GB ALFORD HWY,HOLLY SPRINGS,NC,
978,Hibachi 88,8410 LOUISBURG RD,RALEIGH,NC,19197526288.0
979,Beto El Poblano,13100 FALLS OF NEUSE RD,RALEIGH,NC,19199311942.0
980,Arby's #70286,1404 N Main St,FUQUAY-VARINA,NC,19195528377.0
981,Poke Bar,909 SPRING FOREST RD,RALEIGH,NC,19198966256.0
982,Stromboli's ,3434 Edwards Mill RD,RALEIGH,NC,19197857075.0
983,Sonic Drive-In,304 S Main ST,ROLESVILLE,NC,111111111111111.0
984,KFC #J120103,1403 W Williams ST,APEX,NC,19193037997.0
985,KFC # J120105,3928 Western BLVD,RALEIGH,NC,19198330448.0
986,Quiznos Sub,13220 Strickland RD Ste 174,RALEIGH,NC,19195182109.0
987,DQ GRILL &amp; CHILL #24227,2105 TEN TEN RD,APEX,NC,19193873809.0
988,KFC#J120119,3408 Poole RD,RALEIGH,NC,19192122504.0
989,KFC #J120095,4040 Capital BLVD,RALEIGH,NC,19198725356.0
990,LIQUID STATE,1908 HILLSBOROUGH ST,RALEIGH,NC,19892006184.0
991,KFC #J120098,12313 Capital BLVD,RALEIGH,NC,19195569408.0
992,C &amp; T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY,MORRISVILLE,NC,19194678860.0
993,Wade Park Cafe,5430  WADE PARK  BLVD,RALEIGH,NC,19198595220.0
994,KFC/Taco Bell #J120093,6405 Falls of Neuse RD,RALEIGH,NC,19198726902.0
995,KFC #J120099,1599 US 70 HWY,GARNER,NC,19196621003.0
996,OLIVE GARDEN #4441,107 GRAND HILL PL,HOLLY SPRINGS,NC,19195522237.0
997,SUBWAY #3152,4003 WAKE FOREST RD,RALEIGH,NC,19198762266.0
998,A Slice of NY Pizza,2316-102 HILLSBOROUGH ST,RALEIGH,NC,19198380011.0
999,OISO SUSHI &amp; KOREAN,1305 NW MAYNARD RD,CARY,NC,19196657587.0
1000,CASHMERE,410-101 GLENWOOD AVE,RALEIGH,NC,19198367637.0
1001,ROLY POLY,4040 ED DR,RALEIGH,NC,19197850441.0
1002,Moe's Southwest Grill #837,1016-A Shoppes at Midway Drive,KNIGHTDALE,NC,19192661018.0
1003,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST,RALEIGH,NC,19198289900.0
1004,Los Tres Magueyes#6,9605 Chapel Hill RD,MORRISVILLE ,NC,19198892515.0
1005,DIM SUM HOUSE,100 JERUSALEM DR,MORRISVILLE,NC,19193803087.0
1006,DAE JANG KUM,101 KEYBRIDGE DR,MORRISVILLE,NC,19196771190.0
1007,Mimis Cafe #127,6320 Plantation Center DR,RALEIGH,NC,19198788448.0
1008,BABA GHANNOUJ MEDITERRANEAN BISTRO,1851 N HARRISON AVE,CARY,NC,19196776759.0
1009,AMEDEO'S PIZZA,2045 CREEKSIDE LANDING DR,APEX,NC,19192676182.0
1010,BLUE TEQUILA RESTAURANT BAR &amp; GILL ,1831 CAPITAL BLVD,RALEIGH,NC,19195618580.0
1011,THE HILTON GARDEN INN RDU RESTAURANT,1500 RDU CENTER DR,MORRISVILLE,NC,19198408088.0
1012,ANDY'S BURGERS SHAKES & FRIES,1141 FALLS RIVER AVE,RALEIGH,NC,111111111111111.0
1013,Chen's Garden,523 N Main ST,HOLLY SPRINGS,NC,19195577363.0
1014,SMITHFIELD'S CHICKEN N BAR-B-Q,3578 DAVIS  DR,MORRISVILLE,NC,19194682607.0
1015,THE LUXURY BOX,851 CANTILEVER WAY,RALEIGH,NC,19199007955.0
1016,CAFE 121,140 E CHATHAM ST,CARY,NC,19194689884.0
1017,Brueggers's Bagels,760 W Williams ST,APEX,NC,19193677720.0
1018,Starbucks Coffee Co,8204-120 Tryon Woods DR,CARY,NC,19198516439.0
1019,ALADDIN'S EATERY,8201 BRIER CREEK PKY,RALEIGH,NC,19198065700.0
1020,PANCHO VILLA,748 B. E. CHATHAM ST,CARY,NC,19194651435.0
1021,Roly Poly,4040 Ed DR,RALEIGH,NC,19197850441.0
1022,Rudino's Pizza & Grinders,800 W Williams ST,APEX,NC,19193631899.0
1023,Chick-fil-A #1749,1000 Valleystone DR,CARY,NC,19194650699.0
1024,LOCKED & LOADED GRILL,1125 HIGHWAY 70 W,GARNER ,NC,19196616688.0
1025,Jerry's Grill,813 E Whitaker Mill RD,RALEIGH,NC,19198327561.0
1026,GOLDEN CHINA,1324 N MAIN ST,FUQUAY VARINA,NC,19195529397.0
1027,WAFFLE HOUSE #1090,1006 AIRPORT BLVD,MORRISVILLE,NC,19194600388.0
1028,AKARI EXPRESS,2109-118 AVENT-FERRY RD,RALEIGH,NC,19192325380.0
1029,Carolina Ale House,11685 Northpark DR,WAKE FOREST,NC,19195568666.0
1030,SHERATON RALEIGH KITCHEN/JIMMY V'S OSTERIA &amp; BAR,421 S SALISBURY ST,RALEIGH,NC,19198349900.0
1031,FAT PHILLY'S GRILLE,7272  GB ALFORD HWY,HOLLY SPRINGS,NC,19195528053.0
1032,ARBY'S #179,3415 Hillsborough ST,RALEIGH,NC,19198281850.0
1033,WHICH WICH #103,4025 LAKE BOONE TRL,RALEIGH,NC,19197811101.0
1034,Patti's Cafe,8300 HEALTH PARK,RALEIGH,NC,19196710769.0
1035,CHEVY'S ALE HOUSE,1402 E WILLIAMS ST,APEX,NC,19196297486.0
1036,VIVO RISTORANTE,7400 SIX FORKS  RD,RALEIGH,NC,19198456700.0
1037,TAQUERIA LA ESQUINA,10500 CHAPEL HILL RD,MORRISVILLE,NC,19196000870.0
1038,HWY 55 BURGERS SHAKES &amp; FRIES,1141 FALLS RIVER AVE,RALEIGH,NC,19195188364.0
1039,#1 CHINA WOK,942 GATEWAY COMMONS CIR,WAKE FOREST,NC,19195701688.0
1040,ON THE BORDER,3351 CYPRESS PLANTATION TRL,RALEIGH,NC,19198903100.0
1041,ITALIAN KITCHEN,4005 WAKE FOREST RD,RALEIGH,NC,111111191979.0
1042,THE STATION AT PERSON ST,701 N PERSON ST,RALEIGH,NC,19199771567.0
1043,ROMANOS MACARONI GRILL,3421 SUMNER BLVD,RALEIGH,NC,19197922515.0
1044,HOMEWOOD SUITES BY HILTON RALEIGH/CRABTREE FOOD SERVICE,5400 HOMEWOOD BANKS DR,RALEIGH,NC,19197851131.0
1045,SAXBYS COFFEE #1081,2604 HILLSBOROUGH ST,RALEIGH,NC,19199770265.0
1046,Test Facility 4,7500 E Independence BLVd,RALEIGH,NC,
1047,MCDONALDS #16917,7991 FAYETTEVILLE RD,RALEIGH,NC,19197724850.0
1048,THE CLUB AT RDU,1600 Terminal BLVD,RALEIGH,NC,111111111111111.0
1049,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST,FUQUAY VARINA,NC,
1050,"CRISTO'S NY STYLE PIZZA, LLC",1302 E MILLBROOK RD,RALEIGH,NC,19198726797.0
1051,APEX WINGS,518 E WILLIAMS ST,APEX,NC,19193870082.0
1052,Champions Bars and More,10255-200 Chapel HIll RD,MORRISVILLE,NC,111111119193.0
1053,DICKEY'S BARBECUE PIT #388,14460 NEW FALLS OF NEUSE RD,RALEIGH,NC,19192631422.0
1054,TOWER INDIA,144 MORRISVILLE SQUARE WAY,MORRISVILLE,NC,19194652326.0
1055,DESPINA'S CAFE,8369 CREEDMOOR RD,RALEIGH,NC,19198485007.0
1056,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,RALEIGH,NC,19198324100.0
1057,Bojangles #49,9919 Fayetteville  ST,RALEIGH,NC,19195576843.0
1058,XOCO MEXICAN GRILL,410 GLENWOOD AVE,RALEIGH,NC,19198359010.0
1059,ORCHID JAPANESE RESTAURANT,7432 CREEDMOOR RD,RALEIGH,NC,19198905345.0
1060,ESPIGA BAKERY &amp; CAFE,6320 CAPITAL BLVD #123,RALEIGH,NC,19198726446.0
1061,MCALISTER'S DELI,4361 LASSITER@NORTH HILLS AVE,RALEIGH,NC,19197879543.0
1062,EURO CAFE,5959 TRIANGLE TOWN BLVD,RALEIGH,NC,19193000041.0
1063,Jade Garden,1207 HILLSBOROUGH ST,RALEIGH,NC,19195941813.0
1064,MCDONALD'S CROSSROADS #13363,1830 WALNUT ST,CARY,NC,19192330080.0
1065,SONIC #5864,109 JONES FRANKLIN RD,RALEIGH,NC,19198544602.0
1066,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST,RALEIGH,NC,19195712489.0
1067,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR,RALEIGH,NC,19197817000.0
1068,Starbucks Coffee Co #8218,501 OBERLIN RD,RALEIGH,NC,111111111111111.0
1069,Kenko Korean Cuisine and Sushi,101 KEYBRIDGE DR,MORRISVILLE,NC,19196771190.0
1070,ITALIAN KITCHEN,4005 WAKE FOREST RD,RALEIGH,NC,19197902444.0
1071,DIM SUM HOUSE,100 JERUSALEM DR,MORRISVILLE,NC,19193803087.0
1072,CHIPPY'S,1001 DAVIS  DR,APEX,NC,19193728344.0
1073,RICCI'S PIZZERIA,5217 SUNSET LAKE RD,HOLLY SPRINGS,NC,19193638852.0
1074,ZAXBY'S #44901,101 GRAND HILL PL,HOLLY SPRINGS,NC,19197620432.0
1075,WAKE FOREST RENAISSANCE CENTRE,405 S BROOKS ST,WAKE FOREST,NC,19194359566.0
1076,RYE BAR &amp; SOUTHERN KITCHEN,500 FAYETTEVILLE ST,RALEIGH,NC,19192273370.0
1077,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL,MORRISVILLE,NC,19192970953.0
1078,THE PHARMACY CAFE,702 PERSON ST,RALEIGH,NC,19198326432.0
1079,JUICEKEYS,5011-B FALLS OF NEUSE RD,RALEIGH,NC,19845000078.0
1080,MILANO PIZZA,186 WAKELON ST,ZEBULON,NC,19192694488.0
1081,DUNKIN DONUTS BASKIN ROBBINS #342104,2740 NC HWY 55,CARY,NC,19193034334.0
1082,A'NETS KATCH,2009 VILLAGE PARK DR,KNIGHTDALE,NC,19192170133.0
1083,N. C. BAGEL CAFE &amp; DELI,3108 GRACE PARK DR,MORRISVILLE,NC,19194692777.0
1084,UNCORKED,105 SHADOWLAWN DR,RALEIGH,NC,19198471530.0
1085,J.Q.'S CORNER CAFE,2400 JOHN BRANTLEY BLVD,RDU AIRPORT,NC,19198405150.0
1086,TAVERNA AGORA,326 HILLSBOROUGH ST,RALEIGH,NC,19198818333.0
1087,STARBUCKS NORTH HILLS CENTER #9789,4160 MAIN AT NORTH HILLS ST,RALEIGH,NC,19194200514.0
1088,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR,RALEIGH,NC,19195155132.0
1089,STAMMTISCH CAFE,215 GREGSON DR,CARY,NC,19194616033.0
1090,ALADDINS EATERY,8201 BRIER CREEK  PKY,RALEIGH,NC,19198065700.0
1091,Cognito Bar & Grill,410 Glenwood AVE,RALEIGH,NC,1111111111919.0
1092,SUBWAY,311 CROSSROADS BLVD,CARY,NC,19198519594.0
1093,HOLIDAY INN EXPRESS BREAKFAST,3618 NEW BERN AVE,RALEIGH,NC,19192562800.0
1094,TIME WARNER CABLE DINING,4200 PARAMOUNT  PKY,MORRISVILLE,NC,19195737000.0
1095,GRAVY,135 S WILMINGTON ST,RALEIGH,NC,19198968513.0
1096,WENDY'S #11554,3701 NEW BERN AVE,RALEIGH,NC,19192506034.0
1097,SHEETZ #537,2408 DIXIE FOREST RD,RALEIGH,NC,19197907064.0
1098,SAM'S CLUB #6668 CAFE,1101  SHILOH GLENN DR,MORRISVILLE,NC,19194745440.0
1099,SHUCKIN SHACK CARY,4214 NW CARY PKY,CARY,NC,19193772283.0
1100,CRISP BAR &amp; RESTAURANT,222-103 GLENWOOD AVE,RALEIGH,NC,19842007835.0
1101,THE STATE CLUB,2450 ALUMNI DR,RALEIGH,NC,19195150554.0
1102,RAJBHOG CAFE,3607 DAVIS DR,MORRISVILLE,NC,19195855333.0
1103,Village Deli #1,500 Daniels ST,RALEIGH,NC,19198281428.0
1104,MCDONALDS AT WALMART MORRISVILLE (31892),1001 SHILOH GLENN  DR,MORRISVILLE,NC,19199415180.0
1105,First Citizens Bank Kitchen,4300 Six Forks RD,RALEIGH,NC,19197168497.0
1106,QUALITY INN FOOD SERVICE,511 N JUDD PKY NE,FUQUAY VARINA,NC,19195572009.0
1107,Best Steak and Subs,323 Crossroads BLVD,CARY,NC,19192331388.0
1108,SHUCKERS OYSTER BAR &amp; GRILL,3309 ROGERS RD,WAKE FOREST,NC,19196028011.0
1109,Belle at The Jones House,324 S. Academy Street,CARY,NC,19193879724.0
1110,TAZZA KITCHEN,432 WOODBURN  RD,RALEIGH,NC,19198359463.0
1111,CAFE SOO,2815  BRENTWOOD RD,RALEIGH,NC,19198761969.0
1112,JIMMY JOHN'S #1863,6268 GLENWOOD AVE,RALEIGH,NC,19192394114.0
1113,BISON AND BULL TAVERN,4101 GRACE PARK DR,MORRISVILLE,NC,19194601297.0
1114,SKYE TOWER,320 HILLSBOROUGH ST,RALEIGH,NC,19198320501.0
1115,SONIC DRIVE IN #5735,304 S Main ST,ROLESVILLE,NC,19195625540.0
1116,China King,313 Crossroads BLVD,CARY,NC,19192338385.0
1117,SUBWAY #12786,3940 WESTERN BLVD,RALEIGH,NC,19198286518.0
1118,Shiro Japanese Grill,2259 New Hope Church RD,RALEIGH,NC,
1119,MONKEY JOE'S #168,6220 GLENWOOD AVE,RALEIGH,NC,19195106979.0
1120,STANBURY,938 N BLOUNT ST,RALEIGH,NC,19199774321.0
1121,SOPHIE'S DELI PIZZA & A GRILL #2,4414 FAYETTEVILLE RD,RALEIGH,NC,19197792274.0
1122,TENKO JAPAN,4040 ED  DR,RALEIGH,NC,19197815181.0
1123,STARBUCKS COFFEE,4325 GLENWOOD AVE,RALEIGH,NC,19197880656.0
1124,Thai Thai Cuisine,108 Osterville DR,HOLLY SPRINGS,NC,19193035700.0
1125,"WENDELL TAP ROOM, LLC.",25 N MAIN ST,WENDELL,NC,19199174809.0
1126,CAROLINA ALE HOUSE,400 CONSERVATION RD,GARNER,NC,19197722646.0
1127,PIEZANO PIZZA,252 SOUTHTOWN CIR,ROLESVILLE,NC,19195548881.0
1128,ROLESVILLE DINER,411 S MAIN  ST,ROLESVILLE,NC,19195549331.0
1129,McDonald's #5651,8305 Creedmoor  RD,RALEIGH,NC,19198478111.0
1130,LIGHTHOUSE FOOD MART,1916  BERNARD  ST,RALEIGH,NC,19194008919.0
1131,PETRA  GRILL,6091 CAPITAL BLVD,RALEIGH,NC,19842002009.0
1132,Tacos Mexico,1430 N Main ST,FUQUAY-VARINA,NC,19195571777.0
1133,BARBERITOS,525 NEW WAVERLY  PL,CARY,NC,19198547795.0
1134,REAL McCOY'S,3325 Rogers RD,WAKE FOREST,NC,19195628368.0
1135,THE FINSKY RESTAURANT,2221 NEW HOPE CHURCH RD,RALEIGH,NC,19198720206.0
1136,TACO BELL #29283,1108 MORRISVILLE CARPENTER RD,MORRISVILLE,NC,19193770226.0
1137,WALTONWOOD AT CARY DINING,750 SE CARY PKY,CARY,NC,19194607330.0
1138,McLean's Hillbillies,1206 ARENDELL AVE,ZEBULON,NC,19194042212.0
1139,COUNTRY CAFE,84 HANOR LN,WENDELL,NC,19197440098.0
1140,THE COWFISH,4208 SIX FORKS  RD,RALEIGH,NC,19197840400.0
1141,BRUNO,11211  GALLERIA  AVE,RALEIGH,NC,19194356640.0
1142,WHICH WICH,145 GRAND HILL PL,HOLLY SPRINGS,NC,19195579424.0
