,Date,TempAvgºF,TempMinºF,TempMaxºF,RainTotal,WindSpeed,Pressure,Raining,HumidityMax,HumidityAvg,HumidityMin
42,2000-02-12,42.980000000000004,32.0,53.06,0.72834685,9.8176618,30.147177,True,100.0,89.1,63.0
43,2000-02-13,37.04,30.92,42.08,0.011811029999999998,3.7903631,30.176707,True,100.0,86.6,70.0
44,2000-02-14,53.96,41.0,66.02,0.27165369,10.0662102,29.792817,True,100.0,83.1,60.0
45,2000-02-15,44.96,35.96,53.96,0.0,4.2253228,30.164895,False,76.0,53.6,40.0
46,2000-02-16,53.96,39.02,68.0,0.0,9.8176618,30.141271000000003,False,83.0,66.1,45.0
47,2000-02-17,46.94,39.02,53.96,0.0,9.3827021,30.4159,False,63.0,45.4,31.0
48,2000-02-18,41.0,32.0,48.92,0.46063016999999995,8.077823,30.271202999999996,True,100.0,82.4,50.0
49,2000-02-19,55.04,42.08,68.0,0.011811029999999998,10.314758600000001,29.984762,True,96.0,77.7,53.0
50,2000-02-20,42.08,30.92,51.98,0.0,4.0389115,30.294827000000005,False,88.0,57.3,35.0
51,2000-02-21,39.02,26.96,51.08,0.0,2.485484,30.460195000000002,False,88.0,63.0,38.0
52,2000-02-22,42.08,26.96,57.02,0.0,1.9883872,30.513348999999998,False,96.0,81.1,50.0
59,2000-02-29,48.02,30.02,64.94,0.0,1.1184678000000001,30.268250000000002,False,62.0,55.5,46.0
60,2000-03-01,55.04,37.04,73.04,0.0,7.5807262,30.029057,False,86.0,63.4,41.0
61,2000-03-02,53.96,44.96,62.059999999999995,0.0,6.2758471,29.910937,False,100.0,50.7,25.0
62,2000-03-03,46.94,33.08,60.980000000000004,0.0,3.106855,29.975903000000002,False,79.0,43.8,22.0
63,2000-03-04,44.06,33.98,53.06,0.0,3.106855,29.851877,False,97.0,68.3,38.0
64,2000-03-05,50.0,30.02,69.08,0.0,3.3554034,29.952279,False,100.0,63.1,26.0
65,2000-03-06,53.96,35.96,71.06,0.0,2.485484,30.141271000000003,False,93.0,58.8,29.0
66,2000-03-07,59.0,44.06,73.94,0.0,6.027298699999999,30.23872,False,83.0,51.2,34.0
67,2000-03-08,66.02,48.02,84.02,0.0,7.3943149,30.064493000000002,False,83.0,54.2,26.0
68,2000-03-09,66.92,53.96,80.06,0.0,12.303145800000001,29.916843,False,80.0,59.0,40.0
69,2000-03-10,66.02,51.98,80.06,0.0,4.9088309,29.996574,False,100.0,60.4,30.0
70,2000-03-11,69.98,57.92,80.96,0.1181103,13.670162,29.893219,True,100.0,70.8,38.0
71,2000-03-12,48.02,35.96,60.08,0.0,11.184678,29.893219,False,97.0,59.3,35.0
72,2000-03-13,41.0,28.04,53.06,0.0,3.7903631,30.321404,False,79.0,51.0,25.0
73,2000-03-14,46.04,28.04,62.959999999999994,0.0,2.485484,30.318451000000003,False,96.0,60.3,25.0
74,2000-03-15,53.96,37.94,69.98,0.0,3.6039518,30.280062000000004,False,83.0,51.8,27.0
75,2000-03-16,57.02,46.94,66.92,0.40157501999999995,7.1457665,30.070399,True,100.0,92.0,47.0
76,2000-03-17,53.96,41.0,66.92,0.011811029999999998,11.433226399999999,29.984762,True,97.0,60.2,24.0
77,2000-03-18,39.02,30.02,48.02,0.0,9.6312505,30.480866000000002,False,73.0,50.3,37.0
78,2000-03-19,46.04,32.0,59.0,0.0,9.1962908,30.350934,False,89.0,73.4,61.0
79,2000-03-20,50.0,46.94,53.06,0.68110273,13.1730652,30.111741000000002,True,100.0,92.2,72.0
80,2000-03-21,48.92,44.06,53.06,0.011811029999999998,7.8292746,30.176707,True,100.0,90.6,67.0
81,2000-03-22,48.02,41.0,55.04,0.0,9.3827021,30.256438,False,97.0,81.9,72.0
82,2000-03-23,53.96,44.96,62.959999999999994,0.0,8.699194,30.288921000000002,False,97.0,79.1,50.0
83,2000-03-24,53.96,37.04,69.98,0.0,2.2369356000000002,30.194425,False,100.0,76.6,46.0
84,2000-03-25,62.059999999999995,46.94,77.0,0.05905515,9.8176618,30.03201,True,100.0,66.8,40.0
85,2000-03-26,59.0,44.96,73.04,0.0,5.592339,29.848924,False,100.0,56.6,23.0
86,2000-03-27,53.96,39.92,68.0,0.44094511999999997,6.4622584000000005,29.562483,True,100.0,91.9,70.0
87,2000-03-28,55.94,42.08,69.98,0.0,9.6312505,29.447316,False,96.0,57.8,26.0
88,2000-03-29,51.98,41.0,62.059999999999995,0.0,6.4622584000000005,29.869595,False,74.0,47.6,29.0
89,2000-03-30,51.08,44.96,57.02,0.0393701,3.3554034,29.949326000000003,True,100.0,83.9,61.0
90,2000-03-31,53.06,39.92,66.02,0.0,4.9088309,30.079258000000003,False,100.0,67.7,35.0
91,2000-04-01,55.04,39.02,69.98,0.0,6.2758471,30.241673,False,100.0,62.9,40.0
92,2000-04-02,60.980000000000004,51.98,69.98,0.011811029999999998,8.512782699999999,30.15013,True,94.0,78.9,57.0
93,2000-04-03,71.96,62.059999999999995,80.96,0.05118113,13.8565733,29.955232,True,97.0,81.7,58.0
94,2000-04-04,55.94,44.06,68.0,0.05118113,14.9750411,29.716039,True,93.0,70.8,39.0
95,2000-04-05,46.04,32.0,60.08,0.0,8.077823,30.008386,False,76.0,46.5,25.0
96,2000-04-06,60.980000000000004,42.980000000000004,78.98,0.0,12.986653899999999,29.913890000000002,False,65.0,49.0,35.0
97,2000-04-07,68.0,53.06,82.94,0.0,10.314758600000001,29.937514,False,80.0,56.9,33.0
98,2000-04-08,59.0,42.980000000000004,75.02,0.66141768,15.223589500000001,29.751475,True,100.0,76.9,45.0
99,2000-04-09,48.92,37.94,60.08,0.0,11.433226399999999,30.03201,False,60.0,45.1,25.0
100,2000-04-10,55.94,37.94,73.04,0.0,7.5807262,30.206237,False,79.0,51.0,33.0
101,2000-04-11,64.94,53.96,75.92,0.0,13.670162,30.215096000000003,False,77.0,55.7,43.0
102,2000-04-12,64.04,53.06,75.02,0.0,9.3827021,30.188519,False,93.0,65.8,43.0
103,2000-04-13,46.94,39.92,53.06,0.38188996999999997,10.314758600000001,30.409994,True,100.0,88.8,52.0
104,2000-04-14,48.02,41.0,55.04,0.16141740999999998,8.699194,30.274156,True,100.0,99.6,96.0
105,2000-04-15,59.0,53.96,64.04,0.35039389,4.9088309,30.06154,True,100.0,100.0,100.0
106,2000-04-16,68.0,59.0,77.0,0.011811029999999998,4.0389115,30.008386,True,100.0,88.9,60.0
107,2000-04-17,68.0,55.94,80.06,0.57086645,6.2758471,29.857783,True,100.0,79.1,48.0
108,2000-04-18,51.98,46.04,57.02,0.0787402,10.314758600000001,29.801676,True,100.0,96.5,89.0
109,2000-04-19,59.0,46.04,71.06,0.0,8.077823,29.981809,False,100.0,78.8,55.0
110,2000-04-20,60.980000000000004,46.94,73.94,0.0,8.077823,30.023151000000002,False,100.0,78.7,59.0
111,2000-04-21,68.0,55.94,78.98,0.0,12.986653899999999,29.665838,False,96.0,72.8,34.0
112,2000-04-22,53.96,44.96,62.059999999999995,0.0,6.2758471,29.686509,False,80.0,61.5,51.0
113,2000-04-23,55.04,39.92,69.98,0.0,3.7903631,29.816441,False,100.0,70.1,43.0
114,2000-04-24,55.94,44.06,68.0,0.07086618,6.4622584000000005,29.863689,True,100.0,82.7,54.0
115,2000-04-25,51.98,46.94,55.94,0.25984265999999995,10.314758600000001,29.733757,True,100.0,98.9,93.0
116,2000-04-26,48.92,37.04,60.980000000000004,0.14960637999999998,3.3554034,29.999527,True,100.0,84.4,59.0
117,2000-04-27,57.02,48.92,64.94,0.35826790999999997,6.027298699999999,29.969997,True,100.0,89.2,54.0
118,2000-04-28,53.06,50.0,55.94,0.5196853199999999,6.9593552,29.843018,True,100.0,96.4,89.0
119,2000-04-29,57.02,42.980000000000004,69.98,0.9803154899999998,3.3554034,29.969997,True,100.0,82.5,49.0
120,2000-04-30,59.0,42.08,75.02,0.0,2.6718953,30.123553,False,100.0,78.4,27.0
121,2000-05-01,64.04,46.94,80.06,0.0,11.184678,30.096976,False,96.0,59.0,34.0
122,2000-05-02,68.0,59.0,77.0,0.0,8.077823,30.017245,False,100.0,76.3,62.0
123,2000-05-03,64.94,53.06,77.0,0.0,7.3943149,30.221002,False,100.0,61.7,36.0
124,2000-05-04,64.04,48.02,80.06,0.0,4.7224196,30.277109,False,93.0,60.7,35.0
125,2000-05-05,66.92,51.08,82.04,0.0,4.7224196,30.235767,False,97.0,70.0,42.0
126,2000-05-06,71.06,55.04,87.08000000000001,0.0,4.0389115,30.147177,False,90.0,70.2,46.0
127,2000-05-07,73.04,59.0,87.08000000000001,0.0,6.4622584000000005,30.073352,False,93.0,64.0,33.0
128,2000-05-08,73.94,60.980000000000004,87.08000000000001,0.0,10.501169899999999,29.996574,False,90.0,63.4,38.0
129,2000-05-09,75.02,62.959999999999994,86.0,0.0,12.303145800000001,29.902078000000003,False,81.0,62.8,43.0
130,2000-05-10,77.0,66.02,87.08000000000001,0.0,12.7381055,29.804629,False,78.0,60.1,36.0
131,2000-05-11,66.02,48.02,82.94,0.0,2.9204437000000003,29.961138000000002,False,89.0,51.2,25.0
132,2000-05-12,75.92,60.08,91.03999999999999,0.0,8.699194,29.881407,False,96.0,70.8,46.0
133,2000-05-13,78.98,64.94,93.02,0.0,7.3943149,29.792817,False,90.0,64.7,43.0
134,2000-05-14,69.98,57.02,82.04,0.0,4.0389115,29.996574,False,84.0,56.8,36.0
135,2000-05-15,60.980000000000004,48.02,73.04,0.0,5.592339,30.135365,False,83.0,47.3,26.0
136,2000-05-16,62.059999999999995,44.96,78.08,0.0,3.7903631,30.161942,False,93.0,56.4,26.0
137,2000-05-17,69.98,57.92,80.96,0.0,9.3827021,30.132412,False,87.0,68.3,56.0
138,2000-05-18,75.92,64.94,87.08000000000001,0.0,15.6585492,30.147177,False,90.0,65.6,43.0
139,2000-05-19,78.98,66.02,91.94,0.0,8.947742400000001,30.026104,False,76.0,59.8,39.0
140,2000-05-20,80.06,66.92,93.02,0.0,5.3437906,29.952279,False,94.0,68.0,38.0
141,2000-05-21,69.98,64.94,75.02,0.42126006999999993,6.027298699999999,29.967043999999998,True,100.0,92.5,82.0
142,2000-05-22,71.96,60.08,82.94,0.5905515,5.840887400000001,29.825300000000002,True,100.0,84.1,42.0
143,2000-05-23,68.0,53.96,82.04,0.0,5.840887400000001,29.792817,False,100.0,72.9,42.0
144,2000-05-24,77.0,64.04,89.06,0.0,8.512782699999999,29.674697,False,87.0,68.9,45.0
145,2000-05-25,75.92,68.0,82.94,0.05118113,6.027298699999999,29.751475,True,96.0,79.8,60.0
146,2000-05-26,69.98,55.04,84.02,0.0,2.9204437000000003,29.955232,False,93.0,57.8,28.0
147,2000-05-27,73.04,55.94,89.96000000000001,0.0,6.027298699999999,29.931608,False,93.0,73.7,57.0
148,2000-05-28,73.04,62.059999999999995,82.94,0.16929143,4.7224196,29.76624,True,100.0,87.9,58.0
149,2000-05-29,57.02,51.08,62.059999999999995,0.0,8.512782699999999,29.866642,False,100.0,86.9,72.0
150,2000-05-30,57.92,50.0,66.02,0.0,9.8176618,30.126506000000003,False,92.0,74.4,56.0
151,2000-05-31,64.94,50.0,80.06,0.0,2.9204437000000003,30.188519,False,100.0,75.2,44.0
161,2000-06-10,75.92,60.980000000000004,89.96000000000001,0.0,8.699194,30.173754,False,68.0,50.4,39.0
162,2000-06-11,78.08,62.959999999999994,91.94,0.0,7.8292746,30.156036,False,90.0,60.8,37.0
163,2000-06-12,80.06,66.92,91.94,0.0,7.1457665,30.123553,False,87.0,65.0,45.0
164,2000-06-13,86.0,71.96,98.96000000000001,0.0,7.5807262,30.067446,False,87.0,58.3,26.0
165,2000-06-14,82.04,68.0,96.08000000000001,0.12992132999999997,6.7108068,30.070399,True,100.0,81.8,45.0
166,2000-06-15,78.98,68.0,89.96000000000001,0.0787402,8.699194,30.005433,True,100.0,78.7,50.0
167,2000-06-16,80.96,69.98,91.03999999999999,0.011811029999999998,10.749718300000001,30.034963,True,100.0,80.8,50.0
168,2000-06-17,82.94,73.94,91.94,0.0,11.184678,30.111741000000002,False,87.0,69.4,51.0
169,2000-06-18,84.02,73.94,93.02,0.01968505,10.501169899999999,30.129459,True,93.0,75.9,49.0
170,2000-06-19,82.94,71.96,93.02,0.6299216,6.027298699999999,30.114694,True,100.0,86.1,47.0
171,2000-06-20,71.96,66.92,75.92,0.0,4.9088309,30.15013,False,100.0,92.2,76.0
172,2000-06-21,78.98,69.98,87.98,0.0,9.1962908,30.043822,False,100.0,80.3,55.0
173,2000-06-22,80.96,71.96,89.06,0.0,9.1962908,29.922749,False,94.0,77.6,59.0
174,2000-06-23,78.08,64.04,91.03999999999999,0.0,3.7903631,29.996574,False,100.0,63.9,34.0
175,2000-06-24,80.96,69.08,93.02,0.0,5.840887400000001,30.079258000000003,False,87.0,67.2,43.0
176,2000-06-25,82.04,71.06,93.02,0.0,8.699194,30.052681000000003,False,100.0,71.5,46.0
177,2000-06-26,82.94,71.96,93.02,0.0,11.433226399999999,30.052681000000003,False,90.0,72.0,50.0
178,2000-06-27,82.04,71.06,91.94,0.27165369,12.054597399999999,30.064493000000002,True,94.0,69.5,43.0
179,2000-06-28,80.96,71.96,89.06,0.6181105699999999,7.3943149,30.011339,True,100.0,89.0,57.0
180,2000-06-29,73.04,64.04,80.96,0.07086618,5.592339,29.881407,True,100.0,93.8,70.0
181,2000-06-30,71.96,60.980000000000004,82.94,0.0,3.6039518,29.964091000000003,False,100.0,70.9,35.0
182,2000-07-01,73.04,60.08,84.91999999999999,0.0,2.9204437000000003,30.037916000000003,False,100.0,71.5,38.0
183,2000-07-02,73.94,57.02,89.96000000000001,0.0,4.0389115,30.091070000000002,False,100.0,65.6,38.0
184,2000-07-03,80.06,68.0,91.03999999999999,0.0,11.433226399999999,30.094023,False,78.0,63.5,49.0
185,2000-07-04,82.04,71.06,93.02,0.0,9.3827021,30.014292,False,82.0,64.0,43.0
186,2000-07-05,80.96,69.98,91.94,0.14173236,4.7224196,29.902078000000003,True,100.0,82.2,50.0
187,2000-07-06,80.06,69.98,89.06,0.0,5.3437906,29.848924,False,100.0,80.3,53.0
188,2000-07-07,77.0,69.08,84.02,0.0,6.7108068,29.961138000000002,False,97.0,76.2,49.0
189,2000-07-08,77.0,66.02,87.08000000000001,0.0,5.1573793000000006,30.15013,False,90.0,63.7,38.0
190,2000-07-09,82.04,69.98,93.91999999999999,0.0,9.8176618,30.06154,False,91.0,71.2,43.0
191,2000-07-10,86.0,73.94,96.98,0.0,10.314758600000001,29.931608,False,85.0,61.8,38.0
192,2000-07-11,84.02,71.96,95.0,0.0,5.840887400000001,29.872548000000002,False,90.0,68.8,42.0
193,2000-07-12,75.02,68.0,80.96,0.011811029999999998,6.4622584000000005,29.964091000000003,True,100.0,81.3,60.0
194,2000-07-13,73.04,66.92,78.08,0.27165369,3.7903631,30.002480000000002,True,94.0,83.9,64.0
195,2000-07-14,78.98,69.98,87.98,0.0,6.027298699999999,29.881407,False,93.0,76.8,59.0
196,2000-07-15,77.0,66.02,87.08000000000001,0.6889767499999999,3.7903631,29.701273999999998,True,100.0,81.4,46.0
197,2000-07-16,77.0,64.04,89.96000000000001,0.011811029999999998,3.106855,29.783958000000002,True,100.0,78.2,49.0
198,2000-07-17,75.02,62.959999999999994,87.08000000000001,0.011811029999999998,4.2253228,29.934561000000002,True,93.0,71.8,44.0
199,2000-07-18,78.98,64.04,93.02,0.0,4.0389115,29.993621,False,100.0,69.3,41.0
200,2000-07-19,82.94,71.06,95.0,0.0,9.8176618,29.907984,False,90.0,68.3,47.0
201,2000-07-20,73.94,66.02,82.04,0.0,6.2758471,29.890266,False,96.0,80.8,58.0
202,2000-07-21,73.94,64.94,82.04,0.25196864,2.9204437000000003,29.931608,True,100.0,88.9,69.0
203,2000-07-22,73.04,64.04,80.96,0.0,4.0389115,29.987715,False,100.0,89.0,67.0
204,2000-07-23,75.02,68.0,82.04,0.5000002699999999,7.1457665,30.043822,True,100.0,90.4,67.0
205,2000-07-24,71.96,66.02,77.0,2.22047364,8.077823,30.023151000000002,True,100.0,91.2,76.0
206,2000-07-25,66.02,64.04,68.0,0.22047255999999998,8.2642343,30.102882,True,100.0,94.7,87.0
207,2000-07-26,71.96,66.02,77.0,0.011811029999999998,4.2253228,30.105835,True,100.0,91.1,76.0
208,2000-07-27,78.08,66.92,87.98,0.0,1.5534275,30.099929,False,100.0,83.0,57.0
209,2000-07-28,78.08,66.02,89.96000000000001,0.35039389,3.6039518,30.029057,True,97.0,72.9,46.0
210,2000-07-29,78.08,66.02,89.06,1.11023682,4.2253228,30.040869,True,100.0,87.7,61.0
211,2000-07-30,80.96,71.06,89.96000000000001,0.0,5.592339,30.055633999999998,False,100.0,84.0,53.0
212,2000-07-31,80.06,71.06,87.98,0.40157501999999995,5.592339,30.076305,True,100.0,91.3,65.0
213,2000-08-01,78.98,69.98,87.98,2.31102487,6.027298699999999,30.111741000000002,True,100.0,90.9,67.0
214,2000-08-02,78.98,69.98,87.08000000000001,0.09842524999999999,6.027298699999999,30.082211,True,100.0,85.8,61.0
215,2000-08-03,78.98,71.06,86.0,0.46850419,7.1457665,30.073352,True,100.0,89.1,63.0
216,2000-08-04,78.08,69.98,86.0,0.22047255999999998,7.1457665,30.049728,True,100.0,89.2,67.0
217,2000-08-05,77.0,68.0,84.91999999999999,0.31889780999999995,2.6718953,30.029057,True,100.0,89.0,62.0
218,2000-08-06,80.06,69.98,89.96000000000001,0.0,7.8292746,30.055633999999998,False,96.0,77.9,59.0
219,2000-08-07,84.91999999999999,75.02,93.91999999999999,0.0,9.3827021,30.073352,False,94.0,76.8,56.0
220,2000-08-08,84.02,73.94,93.91999999999999,0.0,4.7224196,30.052681000000003,False,97.0,75.0,48.0
221,2000-08-09,84.91999999999999,75.02,95.0,0.0,6.027298699999999,30.014292,False,97.0,74.0,54.0
222,2000-08-10,78.98,68.0,89.06,0.25984265999999995,4.7224196,29.97295,True,100.0,80.2,55.0
223,2000-08-11,80.96,71.06,89.96000000000001,0.0,3.106855,29.907984,False,100.0,81.9,55.0
234,2000-08-22,68.0,53.06,82.04,0.0,2.9204437000000003,30.321404,False,48.0,48.0,48.0
239,2000-08-27,75.92,66.92,84.91999999999999,1.4291346299999999,6.9593552,29.967043999999998,True,100.0,95.7,93.0
243,2000-08-31,78.98,71.96,86.0,0.48818923999999997,6.7108068,29.975903000000002,True,100.0,96.3,94.0
244,2000-09-01,80.96,73.94,87.08000000000001,0.27952771,5.3437906,30.017245,True,100.0,89.4,63.0
245,2000-09-02,78.08,71.96,84.02,0.33858286,3.6039518,29.964091000000003,True,100.0,91.9,71.0
246,2000-09-03,78.98,71.96,84.91999999999999,0.27952771,4.7224196,29.893219,True,100.0,90.7,70.0
247,2000-09-04,75.02,71.06,78.98,0.9409453899999999,3.6039518,29.881407,True,100.0,95.8,78.0
248,2000-09-05,66.92,60.980000000000004,71.96,0.011811029999999998,11.6196377,30.073352,True,100.0,92.0,80.0
249,2000-09-06,64.04,57.92,69.08,0.0,12.7381055,30.265297000000004,False,88.0,77.5,70.0
250,2000-09-07,66.92,57.92,75.92,0.0,7.1457665,30.265297000000004,False,97.0,80.7,62.0
251,2000-09-08,69.08,57.02,80.96,0.0,1.5534275,30.170801,False,100.0,80.3,50.0
252,2000-09-09,73.94,62.959999999999994,84.02,0.0,1.8019759,30.123553,False,100.0,74.8,0.0
253,2000-09-10,73.04,60.980000000000004,84.91999999999999,0.0,1.8019759,30.117647,False,100.0,77.0,43.0
254,2000-09-11,73.94,64.04,84.02,0.0,2.9204437000000003,30.102882,False,98.0,79.5,51.0
255,2000-09-12,75.02,64.04,86.0,0.0,2.2369356000000002,30.023151000000002,False,100.0,83.0,55.0
256,2000-09-13,75.92,64.04,87.98,0.0,1.9883872,29.961138000000002,False,100.0,83.0,55.0
257,2000-09-14,75.92,68.0,84.02,0.14173236,4.7224196,29.919796,True,100.0,90.0,67.0
258,2000-09-15,69.08,57.92,80.06,0.0,6.2758471,29.798723000000003,False,100.0,79.9,40.0
259,2000-09-16,57.92,46.04,69.98,0.0,3.3554034,29.990668000000003,False,97.0,66.1,40.0
260,2000-09-17,57.92,44.96,71.06,0.0,3.106855,30.161942,False,100.0,72.0,42.0
261,2000-09-18,60.08,51.98,66.92,0.31102379,6.7108068,30.085164,True,100.0,93.5,72.0
262,2000-09-19,73.94,64.04,84.02,0.0393701,8.077823,29.937514,True,100.0,87.4,55.0
263,2000-09-20,75.02,62.959999999999994,86.0,0.0,10.314758600000001,30.014292,False,100.0,79.3,55.0
264,2000-09-21,75.56,71.96,84.02,0.0,7.3943149,29.940467,False,100.0,84.9,67.0
266,2000-09-23,69.98,66.02,73.04,0.44094511999999997,5.1573793000000006,29.958185,True,100.0,97.7,93.0
267,2000-09-24,75.92,64.94,87.08000000000001,0.0,3.3554034,29.840065,False,100.0,92.2,57.0
268,2000-09-25,66.02,55.94,75.92,0.81102406,5.592339,29.786911000000003,True,100.0,96.7,88.0
269,2000-09-26,59.0,51.98,64.94,0.03149608,5.840887400000001,29.934561000000002,True,100.0,85.3,67.0
270,2000-09-27,60.08,50.0,69.08,0.0,2.9204437000000003,30.179660000000002,False,100.0,80.8,54.0
271,2000-09-28,60.08,46.04,73.94,0.0,2.2369356000000002,30.15013,False,100.0,84.8,53.0
272,2000-09-29,62.059999999999995,51.98,71.06,0.0,9.1962908,30.280062000000004,False,100.0,82.3,57.0
273,2000-09-30,64.04,53.06,75.02,0.0,7.3943149,30.262344,False,100.0,83.8,57.0
274,2000-10-01,64.04,57.02,71.06,0.0,7.5807262,30.102882,False,100.0,90.2,68.0
275,2000-10-02,68.0,57.92,77.0,0.0,3.7903631,30.011339,False,100.0,82.5,48.0
276,2000-10-03,71.06,55.04,86.0,0.0,3.6039518,30.029057,False,100.0,80.0,51.0
277,2000-10-04,71.96,60.08,84.02,0.0,5.592339,30.043822,False,100.0,80.9,54.0
278,2000-10-05,73.04,59.0,86.0,0.0,4.7224196,29.987715,False,100.0,87.4,53.0
279,2000-10-06,75.02,62.959999999999994,86.0,0.0,6.4622584000000005,29.913890000000002,False,100.0,79.0,54.0
280,2000-10-07,60.980000000000004,51.08,69.98,0.0,6.7108068,30.126506000000003,False,75.0,56.5,39.0
281,2000-10-08,44.96,37.94,51.08,0.0,5.3437906,30.247578999999998,False,96.0,61.1,46.0
282,2000-10-09,44.96,33.08,55.94,0.0,5.3437906,30.265297000000004,False,89.0,61.3,35.0
283,2000-10-10,48.02,30.92,64.94,0.0,5.3437906,30.253485,False,96.0,65.7,30.0
284,2000-10-11,51.98,32.0,71.06,0.0,2.2369356000000002,30.283015000000002,False,100.0,66.6,27.0
285,2000-10-12,55.04,37.04,73.04,0.0,2.6718953,30.339122000000003,False,100.0,70.8,30.0
286,2000-10-13,59.0,37.94,80.06,0.0,0.8699194,30.288921000000002,False,100.0,72.8,24.0
287,2000-10-14,60.980000000000004,39.02,82.94,0.0,1.1184678000000001,30.197378,False,100.0,73.4,24.0
288,2000-10-15,60.980000000000004,39.92,80.96,0.0,1.1184678000000001,30.102882,False,100.0,74.0,28.0
